i,promotion,gamma
4282,high,1.405071898
4283,high,1.433636886
4284,high,1.592585435
4285,high,1.548453957
4286,high,1.516156982
4287,high,1.572728585
4288,high,1.427704992
4289,high,1.582419168
4290,high,1.495380164
4291,high,1.573869547
4292,high,1.490233373
4293,high,1.593315991
4294,high,1.416411595
4295,high,1.551081911
4296,high,1.4860426
4297,high,1.447685543
4298,high,1.491395904
4299,high,1.443216264
4300,high,1.595318594
4301,high,1.47324277
4302,high,1.400650415
4303,high,1.509693678
4304,high,1.457211103
4305,high,1.565226667
4306,high,1.523377785
4307,high,1.565356799
4308,high,1.549498524
4309,high,1.564694323
4310,high,1.459397052
4311,high,1.582725697
4312,high,1.441817895
4313,high,1.442762691
4314,high,1.498941016
4315,high,1.471726037
4316,high,1.495452557
4317,high,1.477647913
4318,high,1.444329981
4319,high,1.594603215
4320,high,1.507793307
4321,high,1.587823783
4322,high,1.408538695
4323,high,1.530728138
4324,high,1.453939014
4325,high,1.456782833
4326,high,1.436109325
4327,high,1.537450733
4328,high,1.575710918
4329,high,1.59273411
4330,high,1.536347625
4331,high,1.40309169
4332,high,1.474719344
4333,high,1.541255317
4334,high,1.463920548
4335,high,1.560621954
4336,high,1.505083567
4337,high,1.540001333
4338,high,1.422216232
4339,high,1.490404859
4340,high,1.555022095
4341,high,1.444121757
4342,high,1.542457165
4343,high,1.55028868
4344,high,1.533674387
4345,high,1.549630444
4346,high,1.590665129
4347,high,1.553381464
4348,high,1.553750431
4349,high,1.558486492
4350,high,1.483167862
4351,high,1.574957215
4352,high,1.533459623
4353,high,1.563333093
4354,high,1.45944476
4355,high,1.462488659
4356,high,1.484667899
4357,high,1.505409772
4358,high,1.432873348
4359,high,1.537928939
4360,high,1.454710222
4361,high,1.568167267
4362,high,1.516724351
4363,high,1.456129844
4364,high,1.523035127
4365,high,1.457315495
4366,high,1.516406578
4367,high,1.45520338
4368,high,1.560659158
4369,high,1.415887079
4370,high,1.592917565
4371,high,1.565449747
4372,high,1.479040491
4373,high,1.504197131
4374,high,1.518548193
4375,high,1.455119136
4376,high,1.41853384
4377,high,1.597625422
4378,high,1.438992831
4379,high,1.489165154
4380,high,1.511426949
4381,high,1.56447011
4382,high,1.400252432
4383,high,1.478203684
4384,high,1.516486872
4385,high,1.453225375
4386,high,1.523297001
4387,high,1.547268959
4388,high,1.558749643
4389,high,1.514997235
4390,high,1.457799486
4391,high,1.47636469
4392,high,1.410494735
4393,high,1.529556104
4394,high,1.577322244
4395,high,1.500932061
4396,high,1.442134359
4397,high,1.509014778
4398,high,1.411609117
4399,high,1.577716892
4400,high,1.532849789
4401,high,1.445149289
4402,high,1.539947338
4403,high,1.50988976
4404,high,1.597364208
4405,high,1.514348819
4406,high,1.571072588
4412,high,1.46906592
4416,high,1.418450203
4417,high,1.487159566
4421,high,1.467584898
4422,high,1.407349451
4423,high,1.597048431
4426,high,1.448858899
4428,high,1.401512473
4429,high,1.507311843
4432,high,1.482990507
4435,high,1.490277218
4436,high,1.521607827
4437,high,1.465040876
4439,high,1.53836667
4442,high,1.474918457
4445,high,1.581853973
4446,high,1.576697496
4448,high,1.416970843
4450,high,1.46299079
4455,high,1.526936789
4458,high,1.43148507
4464,high,1.422688245
4465,high,1.571749497
4467,high,1.557296012
4470,high,1.473104239
4471,high,1.425069496
4472,high,1.513248828
4473,high,1.570259039
4474,high,1.475166052
4475,high,1.408188627
4476,high,1.598320951
4477,high,1.553095211
4478,high,1.580716532
4479,high,1.539076082
4480,high,1.470718225
4481,high,1.426050391
4482,high,1.514111888
4483,high,1.482764851
4484,high,1.580329178
4485,high,1.544995392
4486,high,1.55035799
4487,high,1.555642515
4488,high,1.587623815
4489,high,1.502619991
4490,high,1.554135129
4491,high,1.575064497
4492,high,1.447636464
4493,high,1.430037806
4494,high,1.547495901
4495,high,1.590028957
4496,high,1.523728624
4497,high,1.542705119
4498,high,1.41590471
4499,high,1.493646193
4500,high,1.476387036
4501,high,1.567860196
4502,high,1.467679947
4503,high,1.474885463
4504,high,1.48944784
4505,high,1.449380812
4506,high,1.518248363
4507,high,1.574907494
4508,high,1.420277109
4509,high,1.560175639
4510,high,1.408496786
4511,high,1.593955379
4512,high,1.435853726
4513,high,1.584313598
4514,high,1.536943678
4515,high,1.52958454
4516,high,1.503781502
4517,high,1.492168226
4518,high,1.58562968
4519,high,1.50180069
4520,high,1.468225087
4521,high,1.547196386
4522,high,1.460727771
4523,high,1.592982045
4524,high,1.418134672
4525,high,1.582767516
4526,high,1.589227761
4527,high,1.499521889
4528,high,1.448756844
4529,high,1.580118012
4530,high,1.434379453
4531,high,1.561580929
4532,high,1.537867307
4533,high,1.555040875
4534,high,1.468813016
4535,high,1.548264402
4536,high,1.522281359
4537,high,1.5528766
4538,high,1.511080955
4539,high,1.495528033
4540,high,1.421300164
4541,high,1.496942692
4542,high,1.424625078
4543,high,1.425249294
4544,high,1.484658425
4545,high,1.414713231
4546,high,1.572877491
4547,high,1.404788573
4548,high,1.508298658
4549,high,1.472274147
4550,high,1.448519039
4551,high,1.527699806
4552,high,1.50938145
4553,high,1.539964821
4554,high,1.427873297
4555,high,1.566700261
4556,high,1.444075818
4557,high,1.597438823
4558,high,1.506916938
4559,high,1.43472831
4560,high,1.478643921
4561,high,1.559284201
4562,high,1.486445956
4563,high,1.456296105
4564,high,1.44590156
4565,high,1.433219799
4566,high,1.590632334
4567,high,1.486610078
4568,high,1.556111722
4569,high,1.549469792
4570,high,1.485515945
4571,high,1.539850618
4572,high,1.530308168
4573,high,1.599537899
4574,high,1.482588449
4575,high,1.563562415
4576,high,1.531255576
4577,high,1.482746613
4578,high,1.577244521
4579,high,1.487832964
4580,high,1.528395518
4581,high,1.513680191
4582,high,1.509964247
4583,high,1.567539539
4584,high,1.439867958
4585,high,1.585665779
4586,high,1.407495208
4587,high,1.481754542
4588,high,1.563185347
4589,high,1.419142034
4590,high,1.539394761
4591,high,1.45627288
4592,high,1.482385819
4593,high,1.429754569
4594,high,1.551948208
4595,high,1.554374694
4596,high,1.416781404
4597,high,1.571196976
4598,high,1.461569874
4599,high,1.571638653
4600,high,1.419646819
4601,high,1.519976678
4602,high,1.465736711
4603,high,1.599046038
4604,high,1.545220894
4605,high,1.558515378
4606,high,1.587432207
4607,high,1.519308995
4608,high,1.529000942
4609,high,1.466108746
4610,high,1.539111269
4611,high,1.549255871
4612,high,1.476021956
4613,high,1.581483058
4614,high,1.539820658
4615,high,1.529973953
4616,high,1.404733643
4617,high,1.597385949
4618,high,1.591887153
4619,high,1.550082386
4620,high,1.589380087
4621,high,1.563124905
4622,high,1.562342901
4623,high,1.436556953
4624,high,1.590426529
4625,high,1.483987975
4626,high,1.58099511
4627,high,1.529024342
4628,high,1.402267284
4629,high,1.406503275
4630,high,1.542127101
4631,high,1.43682537
4632,high,1.421146627
4633,high,1.517818157
4634,high,1.507763698
4635,high,1.418135488
4636,high,1.447694815
4637,high,1.519388612
4638,high,1.544070118
4639,high,1.583675157
4640,high,1.539788442
4641,high,1.456302626
4642,high,1.540179215
4643,high,1.465088121
4644,high,1.525381367
4645,high,1.416127412
4646,high,1.484309873
4647,high,1.536652557
4648,high,1.517241975
4649,high,1.524439957
4650,high,1.465663749
4651,high,1.495808161
4652,high,1.459943336
4653,high,1.446873331
4654,high,1.589956406
4655,high,1.480387472
4656,high,1.537849636
4657,high,1.54045885
4658,high,1.595408205
4659,high,1.464181822
4660,high,1.591732566
4661,high,1.525899885
4662,high,1.407517322
4663,high,1.430335139
4664,high,1.440595631
4665,high,1.595307891
4666,high,1.527777441
4667,high,1.558690951
4668,high,1.563033985
4669,high,1.411396412
4670,high,1.459064867
4671,high,1.425780335
4672,high,1.575916642
4673,high,1.562363865
4674,high,1.400729304
4675,high,1.408015076
4676,high,1.53271362
4677,high,1.40036547
4678,high,1.599244793
4679,high,1.41547202
4680,high,1.407790858
4681,high,1.447323383
4682,high,1.548124325
4683,high,1.497237093
4684,high,1.521017865
4685,high,1.42824688
4686,high,1.524245238
4687,high,1.402108757
4688,high,1.550610716
4689,high,1.585807615
4690,high,1.413909249
4691,high,1.596979616
4692,high,1.477525246
4693,high,1.433852526
4694,high,1.441561276
4695,high,1.508254717
4696,high,1.516947358
4697,high,1.449325754
4698,high,1.499923135
4699,high,1.469666589
4700,high,1.555343718
4701,high,1.596163991
4702,high,1.488045889
4703,high,1.476227415
4704,high,1.529430539
4705,high,1.43282379
4706,high,1.441081384
4707,high,1.449733896
4708,high,1.474326645
4709,high,1.405538028
4710,high,1.521305912
4711,high,1.526699239
4712,high,1.532732341
4713,high,1.403899375
4714,high,1.551931367
4715,high,1.585815414
4716,high,1.565452236
4717,high,1.517125733
4718,high,1.590699463
4719,high,1.498841935
4720,high,1.445376869
4721,high,1.537622145
4722,high,1.546403409
4723,high,1.477108816
4724,high,1.591354219
4725,high,1.511256652
4726,high,1.486558122
4727,high,1.583781815
4728,high,1.526289052
4729,high,1.518451373
4730,high,1.571092662
4731,high,1.408695171
4732,high,1.583223633
4733,high,1.592955162
4734,high,1.415356154
4735,high,1.576050185
4736,high,1.526969684
4737,high,1.507832171
4738,high,1.48668243
4739,high,1.511742922
4740,high,1.425753021
4741,high,1.477657161
4742,high,1.498333188
4743,high,1.479264702
4744,high,1.585131267
4745,high,1.435863471
4746,high,1.508011881
4747,high,1.543445321
4748,high,1.411432273
4749,high,1.479735018
4750,high,1.508003025
4751,high,1.410373963
4752,high,1.46273035
4753,high,1.480353122
4754,high,1.446729675
4755,high,1.53452055
4756,high,1.491526206
4757,high,1.5675274
4758,high,1.595655632
4759,high,1.483284594
4760,high,1.507724999
4761,high,1.42274983
4762,high,1.432911761
4763,high,1.544215149
4764,high,1.509245196
4765,high,1.551913298
4766,high,1.592233528
4767,high,1.531204697
4768,high,1.478871313
4769,high,1.412610537
4770,high,1.430654272
4771,high,1.568099702
4772,high,1.403796512
4773,high,1.426275327
4774,high,1.454123641
4775,high,1.452199459
4776,high,1.574762648
4777,high,1.416609138
4778,high,1.546659701
4779,high,1.599836136
4780,high,1.520706842
4781,high,1.457185823
4782,high,1.574650793
4783,high,1.402560153
4784,high,1.566355542
4785,high,1.444962087
4786,high,1.514083756
4787,high,1.533102996
4788,high,1.438271247
4789,high,1.45004728
4790,high,1.594210512
4791,high,1.551931184
4792,high,1.552263781
4793,high,1.524065471
4794,high,1.528909546
4795,high,1.433613197
4796,high,1.447161632
4797,high,1.519500557
4798,high,1.454715671
4799,high,1.418325177
4800,high,1.556517989
4801,high,1.594075118
4802,high,1.452148088
4803,high,1.553301764
4804,high,1.418264009
4805,high,1.435679325
4806,high,1.492253435
4807,high,1.575032135
4808,high,1.463314337
4809,high,1.561443195
4810,high,1.513032409
4811,high,1.559118585
4812,high,1.540159603
4813,high,1.446311852
4814,high,1.457826952
4815,high,1.572025497
4816,high,1.419060835
4817,high,1.569624448
4818,high,1.509586316
4819,high,1.588735123
4820,high,1.55554707
4821,high,1.508290516
4822,high,1.472501105
4823,high,1.487661524
4824,high,1.535191819
4825,high,1.432535632
4826,high,1.566351627
4827,high,1.490732399
4828,high,1.453386842
4829,high,1.508225452
4830,high,1.479291852
4831,high,1.565623595
4832,high,1.557489539
4833,high,1.486207823
4834,high,1.578131287
4835,high,1.404497509
4836,high,1.59120088
4837,high,1.408342581
4838,high,1.440307146
4839,high,1.517115853
4840,high,1.476075497
4841,high,1.577529261
4842,high,1.442129027
4843,high,1.417521143
4844,high,1.454501857
4845,high,1.448465019
4846,high,1.485851294
4847,high,1.526471178
4848,high,1.471080559
4849,high,1.457831224
4850,high,1.566219515
4851,high,1.585317805
4852,high,1.584256312
4853,high,1.42145141
4854,high,1.547261853
4855,high,1.409348013
4856,high,1.475807468
4857,high,1.413405351
4858,high,1.533466583
4859,high,1.423558285
4860,high,1.467984966
4861,high,1.589422938
4862,high,1.517565655
4863,high,1.511935439
4864,high,1.446094061
4865,high,1.440385307
4866,high,1.429214646
4867,high,1.470291632
4868,high,1.47331549
4869,high,1.437984091
4870,high,1.46366002
4871,high,1.494337559
4872,high,1.446822148
4873,high,1.413648112
4874,high,1.514490016
4875,high,1.504640833
4876,high,1.428690629
4877,high,1.500044476
4878,high,1.476145604
4879,high,1.43071432
4880,high,1.417769289
4881,high,1.595622213
4882,high,1.54326169
4883,high,1.436591129
4884,high,1.513668622
4885,high,1.453119142
4886,high,1.586874947
4887,high,1.42086887
4888,high,1.496305023
4889,high,1.504994938
4890,high,1.534320714
4891,high,1.540159291
4892,high,1.515571629
4893,high,1.46504725
4894,high,1.411265239
4895,high,1.480494069
4896,high,1.489241476
4897,high,1.401911782
4898,high,1.512669112
4899,high,1.496891309
4900,high,1.44958803
4901,high,1.414682503
4902,high,1.476359756
4903,high,1.547950785
4904,high,1.439343718
4905,high,1.484638954
4906,high,1.432699838
4907,high,1.420863011
4908,high,1.47958108
4909,high,1.544088216
4910,high,1.504548859
4911,high,1.491831732
4912,high,1.496148153
4913,high,1.58113583
4914,high,1.440173963
4915,high,1.528522836
4916,high,1.45465064
4917,high,1.497988399
4918,high,1.554263294
4919,high,1.51309153
4920,high,1.44491979
4921,high,1.584177097
4922,high,1.4148163
4923,high,1.560332337
4924,high,1.56073625
4925,high,1.460372604
4926,high,1.591214372
4927,high,1.59496043
4928,high,1.403832946
4929,high,1.476006203
4930,high,1.415941623
4931,high,1.412532666
4932,high,1.486413898
4933,high,1.462480378
4934,high,1.551335601
4935,high,1.430712938
4936,high,1.447340365
4937,high,1.436661011
4938,high,1.499828667
4939,high,1.478487819
4940,high,1.478585308
4941,high,1.585525944
4942,high,1.584236574
4943,high,1.477064457
4944,high,1.440090203
4945,high,1.593899517
4946,high,1.538858755
4947,high,1.590064893
4948,high,1.45111429
4949,high,1.538196012
4950,high,1.461739583
4951,high,1.510296653
4952,high,1.484597588
4953,high,1.462471843
4954,high,1.556757919
4955,high,1.50070722
4956,high,1.57168595
4957,high,1.521521862
4958,high,1.476738353
4959,high,1.466203867
4960,high,1.407831914
4961,high,1.519118271
4962,high,1.566399358
4963,high,1.55875084
4964,high,1.476254926
4965,high,1.519077434
4966,high,1.45337055
4967,high,1.599028279
4968,high,1.478113497
4969,high,1.573618896
4970,high,1.539127169
4971,high,1.57794985
4972,high,1.591393115
4973,high,1.535668117
4974,high,1.52452152
4975,high,1.461484215
4976,high,1.569851886
4977,high,1.462216721
4978,high,1.530014594
4979,high,1.558416604
4980,high,1.440993591
4981,high,1.585123246
4982,high,1.402445768
4983,high,1.450933078
4984,high,1.420797269
4985,high,1.533312474
4986,high,1.461832487
4987,high,1.541494698
4988,high,1.598780326
4989,high,1.444347301
4990,high,1.407390847
4991,high,1.469839385
4992,high,1.53478605
4993,high,1.511666227
4994,high,1.52454938
4995,high,1.555483257
4996,high,1.488769168
4997,high,1.540259089
4998,high,1.48528862
4999,high,1.435548611
5000,high,1.407091861
5001,high,1.508196764
5002,high,1.456287069
5003,high,1.520835453
5004,high,1.551376832
5005,high,1.468395433
5006,high,1.412527293
5007,high,1.529404866
5008,high,1.411837914
5009,high,1.404349144
5010,high,1.441838919
5011,high,1.46399632
5012,high,1.404292199
5013,high,1.522150375
5014,high,1.506487615
5015,high,1.596243393
5016,high,1.590238507
5017,high,1.454573393
5018,high,1.582475371
5019,high,1.556666156
5020,high,1.422384251
5021,high,1.490501812
5022,high,1.590206161
5023,high,1.504874055
5024,high,1.464300203
5025,high,1.485321051
5026,high,1.487973458
5027,high,1.571184253
5028,high,1.461249168
5029,high,1.411150692
5030,high,1.510139173
5031,high,1.53600288
5032,high,1.519191312
5033,high,1.482698822
5034,high,1.427422842
5035,high,1.590977198
5036,high,1.443116465
5037,high,1.578676392
5038,high,1.426715287
5039,high,1.584490645
5040,high,1.554574871
5041,high,1.499240033
5042,high,1.539279826
5043,high,1.584679962
5044,high,1.508597792
5045,high,1.524052039
5046,high,1.410247981
5047,high,1.435413423
5048,high,1.401964991
5049,high,1.40912118
5050,high,1.481799977
5051,high,1.410357321
5052,high,1.504745521
5053,high,1.430266425
5054,high,1.59910344
5055,high,1.528317516
5056,high,1.494024365
5057,high,1.449408872
5058,high,1.533498734
5059,high,1.51025766
5060,high,1.407255993
5061,high,1.500809168
5063,high,1.489769894
5066,high,1.471792805
5067,high,1.49355018
5068,high,1.54363383
5070,high,1.523072541
5074,high,1.416207943
5076,high,1.423531213
5077,high,1.41524866
5080,high,1.591576677
5081,high,1.444146141
5086,high,1.490385133
5087,high,1.548218868
5088,high,1.526703391
5091,high,1.582801108
5096,high,1.590067871
5097,high,1.586876244
5098,high,1.496343867
5102,high,1.466141655
5103,high,1.447703384
5106,high,1.475239804
5108,high,1.442600234
5110,high,1.49665967
5111,high,1.441311109
5112,high,1.491473103
5114,high,1.45343218
5117,high,1.43106963
5123,high,1.402691814
5125,high,1.481323149
5128,high,1.540027
5130,high,1.594424268
5132,high,1.498662688
5133,high,1.45609066
5134,high,1.459417346
5135,high,1.430593896
5136,high,1.564074065
5137,high,1.526876442
5138,high,1.520440104
5139,high,1.520912858
5140,high,1.431642526
5141,high,1.536057266
5142,high,1.598092718
5143,high,1.583812548
5144,high,1.553084536
5145,high,1.489436401
5146,high,1.447623267
5147,high,1.52754356
5148,high,1.483877777
5149,high,1.413945772
5150,high,1.460148263
5151,high,1.500297301
5152,high,1.579693083
5153,high,1.511133242
5154,high,1.433241073
5155,high,1.589759293
5156,high,1.582586621
5157,high,1.530640131
5158,high,1.463951018
5159,high,1.431666329
5160,high,1.554167193
5161,high,1.53427487
5162,high,1.584537148
5163,high,1.454432872
5164,high,1.487262989
5165,high,1.498952318
5166,high,1.420273951
5167,high,1.50188338
5168,high,1.418885767
5169,high,1.570230436
5170,high,1.430459356
5171,high,1.538307984
5172,high,1.47726224
5173,high,1.472236599
5174,high,1.549665566
5175,high,1.599847222
5176,high,1.562051704
5177,high,1.589194501
5178,high,1.53447331
5179,high,1.541429073
5180,high,1.454795325
5181,high,1.446976797
5182,high,1.488674956
5183,high,1.446008882
5184,high,1.552433937
5185,high,1.443060992
5186,high,1.523529286
5187,high,1.465493172
5188,high,1.416406729
5189,high,1.450311649
5190,high,1.45257814
5191,high,1.488410624
5192,high,1.545429261
5193,high,1.401753677
5194,high,1.523243945
5195,high,1.425169683
5196,high,1.522733155
5197,high,1.512526321
5198,high,1.532968645
5199,high,1.569350963
5200,high,1.580647733
5201,high,1.523900974
5202,high,1.409687387
5203,high,1.56015281
5204,high,1.481010637
5205,high,1.483169173
5206,high,1.405285254
5207,high,1.413261733
5208,high,1.5612508
5209,high,1.458956749
5210,high,1.486972552
5211,high,1.408499597
5212,high,1.567739084
5213,high,1.593549297
5214,high,1.443575091
5215,high,1.573571825
5216,high,1.427412224
5217,high,1.515753705
5218,high,1.456954516
5219,high,1.586619643
5220,high,1.492983964
5221,high,1.540644279
5222,high,1.488824136
5223,high,1.468495484
5224,high,1.583989378
5225,high,1.505520213
5226,high,1.418347036
5227,high,1.409816353
5228,high,1.489937749
5229,high,1.545420742
5230,high,1.443314042
5231,high,1.543062996
5232,high,1.411434724
5233,high,1.509303318
5234,high,1.593703272
5235,high,1.527581528
5236,high,1.400886259
5237,high,1.5017165
5238,high,1.530188514
5239,high,1.430359313
5240,high,1.446772176
5241,high,1.471036995
5242,high,1.432272155
5243,high,1.599060028
5244,high,1.549029496
5245,high,1.449879886
5246,high,1.451581629
5247,high,1.573715481
5248,high,1.596021576
5249,high,1.590796787
5250,high,1.506712754
5251,high,1.580380658
5252,high,1.573923493
5253,high,1.424092678
5254,high,1.499250887
5255,high,1.590699717
5256,high,1.509743936
5257,high,1.502478171
5258,high,1.525664136
5259,high,1.443291766
5260,high,1.570946853
5261,high,1.585496791
5262,high,1.431577314
5263,high,1.589030344
5264,high,1.421303098
5265,high,1.535257533
5266,high,1.460473137
5267,high,1.479270855
5268,high,1.511279142
5269,high,1.490133575
5270,high,1.440398896
5271,high,1.526182289
5272,high,1.429772295
5273,high,1.468105879
5274,high,1.484418716
5275,high,1.44942056
5276,high,1.591850391
5277,high,1.571780572
5278,high,1.449027868
5279,high,1.43611102
5280,high,1.500286057
5281,high,1.46213762
5282,high,1.578720562
5283,high,1.452329801
5284,high,1.586289439
5285,high,1.572660687
5286,high,1.43568097
5287,high,1.554830192
5288,high,1.533075323
5289,high,1.553900682
5290,high,1.577516425
5291,high,1.447809626
5292,high,1.469169858
5293,high,1.560172418
5294,high,1.531974532
5295,high,1.557755775
5296,high,1.590613613
5297,high,1.50079044
5298,high,1.51383453
5299,high,1.543598847
5300,high,1.598814673
5301,high,1.449913601
5302,high,1.449124333
5303,high,1.580461899
5304,high,1.418621714
5305,high,1.463192434
5306,high,1.574469505
5307,high,1.47957269
5308,high,1.593640733
5309,high,1.575299108
5310,high,1.517776569
5311,high,1.510056208
5312,high,1.533460847
5313,high,1.424152166
5314,high,1.423115114
5315,high,1.590531052
5316,high,1.422392205
5317,high,1.461403742
5318,high,1.515197007
5319,high,1.481419636
5320,high,1.51951965
5321,high,1.427850414
5322,high,1.49913038
5323,high,1.48277032
5324,high,1.436143876
5325,high,1.557648379
5326,high,1.460077252
5327,high,1.507015272
5328,high,1.497100004
5329,high,1.556347882
5330,high,1.438999455
5331,high,1.435946064
5332,high,1.488152903
5333,high,1.500544892
5334,high,1.403498306
5335,high,1.556266992
5336,high,1.554952756
5337,high,1.59532845
5338,high,1.446237641
5339,high,1.534843558
5340,high,1.433932608
5341,high,1.525083532
5342,high,1.529295271
5343,high,1.554289882
5344,high,1.497086843
5345,high,1.526248696
5346,high,1.440406527
5347,high,1.573526148
5348,high,1.539083798
5349,high,1.431737541
5350,high,1.457820801
5351,high,1.561271677
5352,high,1.469554129
5353,high,1.567055347
5354,high,1.500268484
5355,high,1.51529938
5356,high,1.402863297
5357,high,1.475290762
5358,high,1.461281666
5359,high,1.591041094
5360,high,1.472481373
5361,high,1.580192007
5362,high,1.439537257
5363,high,1.466111574
5364,high,1.547933897
5365,high,1.540310628
5366,high,1.488465964
5367,high,1.531483094
5368,high,1.468208525
5369,high,1.484532303
5370,high,1.54483271
5371,high,1.450715873
5372,high,1.57031095
5373,high,1.485305321
5374,high,1.522235574
5375,high,1.488722403
5376,high,1.484513169
5377,high,1.579643761
5378,high,1.484832103
5379,high,1.533792355
5380,high,1.585234203
5381,high,1.570777441
5382,high,1.529185076
5383,high,1.570213313
5384,high,1.483997182
5385,high,1.497669231
5386,high,1.57561306
5387,high,1.467881275
5388,high,1.43118599
5389,high,1.5720662
5390,high,1.571021028
5391,high,1.423494587
5392,high,1.472700926
5393,high,1.487106169
5394,high,1.471972544
5395,high,1.461995829
5396,high,1.49030009
5397,high,1.412439898
5398,high,1.458016508
5399,high,1.424837763
5400,high,1.510395904
5401,high,1.597492612
5402,high,1.520584084
5403,high,1.52593232
5404,high,1.496755837
5405,high,1.428182876
5406,high,1.420194913
5407,high,1.594405182
5408,high,1.559556219
5409,high,1.437818416
5410,high,1.439038761
5411,high,1.446944354
5412,high,1.470751769
5413,high,1.491130776
5414,high,1.518224229
5415,high,1.510673634
5416,high,1.566959247
5417,high,1.429382286
5418,high,1.466115163
5419,high,1.496778303
5420,high,1.413886824
5421,high,1.467327225
5422,high,1.409977776
5423,high,1.51325364
5424,high,1.437042797
5425,high,1.530505951
5426,high,1.572472099
5427,high,1.45544156
5428,high,1.543096531
5429,high,1.417556972
5430,high,1.547356246
5431,high,1.457819524
5432,high,1.433516868
5433,high,1.576335504
5434,high,1.517853556
5435,high,1.479303694
5436,high,1.509383504
5437,high,1.484353475
5438,high,1.495546384
5439,high,1.58883132
5440,high,1.543580999
5441,high,1.432970584
5442,high,1.41948415
5443,high,1.569798149
5444,high,1.547809415
5445,high,1.402561181
5446,high,1.531683212
5447,high,1.490552405
5448,high,1.413025781
5449,high,1.50742865
5450,high,1.597888074
5451,high,1.532004951
5452,high,1.452417483
5453,high,1.432315868
5454,high,1.481732038
5455,high,1.551338743
5456,high,1.421490634
5457,high,1.518579763
5458,high,1.439688554
5459,high,1.564987397
5460,high,1.423060198
5461,high,1.557853241
5462,high,1.466070146
5463,high,1.586516761
5464,high,1.52901137
5465,high,1.468919031
5466,high,1.449913035
5467,high,1.425946012
5468,high,1.527297422
5469,high,1.426363544
5470,high,1.552120285
5471,high,1.596460396
5472,high,1.423182832
5473,high,1.513295957
5474,high,1.567553207
5475,high,1.547919124
5476,high,1.515422203
5477,high,1.552256804
5478,high,1.564615787
5479,high,1.563274955
5480,high,1.416228804
5481,high,1.555856265
5482,high,1.536388598
5483,high,1.446669583
5484,high,1.508489632
5485,high,1.571679574
5486,high,1.519144629
5487,high,1.482637774
5488,high,1.544725196
5489,high,1.449113511
5490,high,1.589772318
5491,high,1.527589234
5492,high,1.524393367
5493,high,1.449806137
5494,high,1.489912825
5495,high,1.557895368
5496,high,1.560399924
5497,high,1.425343499
5498,high,1.564392796
5499,high,1.477672302
5500,high,1.439359697
5501,high,1.412701858
5502,high,1.498285517
5503,high,1.415351347
5504,high,1.551045558
5505,high,1.434020737
5506,high,1.460556377
5507,high,1.572758774
5508,high,1.454689035
5509,high,1.563631506
5510,high,1.540423902
5511,high,1.524300852
5512,high,1.480985028
5513,high,1.545537247
5514,high,1.569529949
5515,high,1.408860569
5516,high,1.494925255
5517,high,1.442629337
5518,high,1.453634595
5519,high,1.594712621
5520,high,1.467147327
5521,high,1.492059429
5522,high,1.476629772
5523,high,1.547074012
5524,high,1.465449158
5525,high,1.598910177
5526,high,1.536117519
5527,high,1.503597774
5528,high,1.428329466
5529,high,1.599625284
5530,high,1.41593676
5531,high,1.493614292
5532,high,1.440665406
5533,high,1.449711416
5534,high,1.580570497
5535,high,1.509767712
5536,high,1.469243312
5537,high,1.548315504
5538,high,1.403892194
5539,high,1.448555956
5540,high,1.414334051
5541,high,1.47209851
5542,high,1.408765148
5543,high,1.594705203
5544,high,1.480440522
5545,high,1.52288101
5546,high,1.560248974
5547,high,1.515879948
5548,high,1.539327594
5549,high,1.529378066
5550,high,1.490955051
5551,high,1.472570203
5552,high,1.464036318
5553,high,1.470640201
5554,high,1.452276842
5555,high,1.43250584
5556,high,1.528025296
5557,high,1.457435062
5558,high,1.510721307
5559,high,1.402053221
5560,high,1.503630113
5561,high,1.567590696
5562,high,1.464328223
5563,high,1.494237676
5564,high,1.467240978
5565,high,1.552808291
5566,high,1.581036579
5567,high,1.554482255
5568,high,1.49298238
5569,high,1.523253451
5570,high,1.521940123
5571,high,1.506862469
5572,high,1.570296248
5573,high,1.49564098
5574,high,1.403733201
5575,high,1.582028152
5576,high,1.571204179
5577,high,1.566753841
5578,high,1.489074993
5579,high,1.586668929
5580,high,1.492321169
5581,high,1.555114761
5582,high,1.41248369
5583,high,1.490024979
5584,high,1.599744467
5585,high,1.438052194
5586,high,1.588463153
5587,high,1.433795754
5588,high,1.567287177
5589,high,1.562353703
5590,high,1.468234529
5591,high,1.467862313
5592,high,1.444422897
5593,high,1.409544046
5594,high,1.575993693
5595,high,1.481868689
5596,high,1.561883004
5597,high,1.562696079
5598,high,1.425478243
5599,high,1.424135227
5600,high,1.493369537
5601,high,1.472648966
5602,high,1.569196986
5603,high,1.451912542
5604,high,1.487420538
5605,high,1.404650629
5606,high,1.422333813
5607,high,1.449938243
5608,high,1.409067661
5609,high,1.566585924
5610,high,1.506559026
5611,high,1.568392008
5612,high,1.424593104
5613,high,1.561596126
5614,high,1.53005056
5615,high,1.468838485
5616,high,1.537033443
5617,high,1.450642612
5618,high,1.489164907
5619,high,1.568882059
5620,high,1.498741229
5621,high,1.409237427
5622,high,1.437475079
5623,high,1.509912722
5624,high,1.489838184
5625,high,1.521011013
5626,high,1.456770378
5627,high,1.409404245
5628,high,1.55156198
5629,high,1.532920899
5630,high,1.438858902
5631,high,1.530161548
