i,revision,theta
3047,high,0.80914207
3048,high,0.918801531
3049,high,0.869267204
3050,high,0.810367648
3051,high,0.946400388
3052,high,0.914626134
3053,high,0.911504226
3054,high,0.851883237
3055,high,0.810967429
3056,high,0.721675941
3057,high,0.868857424
3058,high,0.851129947
3059,high,0.794149727
3060,high,0.862940858
3061,high,0.778648117
3062,high,0.85056551
3063,high,0.712616213
3064,high,0.972718747
3065,high,0.814178866
3066,high,0.936564634
3067,high,0.926694112
3068,high,0.993878591
3069,high,0.961019926
3070,high,0.702008102
3071,high,0.867879972
3072,high,0.909629298
3073,high,0.940564116
3074,high,0.873736864
3075,high,0.75198753
3076,high,0.940377456
3078,high,0.820762647
3079,high,0.908126831
3081,high,0.82590425
3083,high,0.803793162
3086,high,0.813689359
3087,high,0.815199678
3088,high,0.730131576
3090,high,0.826476786
3091,high,0.983839431
3098,high,0.900959179
3099,high,0.769562492
3100,high,0.727567836
3101,high,0.766516665
3103,high,0.700956744
3104,high,0.984841247
3105,high,0.8811936
3106,high,0.972106429
3107,high,0.989890255
3108,high,0.909971855
3113,high,0.956071474
3114,high,0.844143236
3115,high,0.762309304
3116,high,0.717955263
3119,high,0.779270657
3120,high,0.950619519
3121,high,0.772290733
3122,high,0.915396776
3123,high,0.994763304
3124,high,0.965585626
3125,high,0.733287317
3126,high,0.845292901
3127,high,0.905415873
3128,high,0.831884723
3129,high,0.922801287
3130,high,0.906025743
3131,high,0.888896814
3132,high,0.864582753
3133,high,0.986785318
3134,high,0.758891194
3135,high,0.907598059
3136,high,0.991826414
3137,high,0.897535343
3138,high,0.811543471
3139,high,0.923743782
3140,high,0.871136426
3141,high,0.954593268
3142,high,0.993947291
3143,high,0.862403858
3144,high,0.829883576
3145,high,0.783194782
3146,high,0.925774716
3147,high,0.940366656
3148,high,0.802589688
3149,high,0.963377065
3150,high,0.78983296
3151,high,0.851635171
3152,high,0.88425475
3153,high,0.745563747
3154,high,0.847708506
3155,high,0.750113696
3156,high,0.903983656
3157,high,0.836127834
3158,high,0.941692248
3159,high,0.71764928
3160,high,0.823161352
3161,high,0.726269203
3162,high,0.750742164
3163,high,0.98360412
3164,high,0.718938212
3165,high,0.837633419
3166,high,0.788559567
3167,high,0.886525024
3168,high,0.833731688
3169,high,0.837347346
3170,high,0.914971566
3171,high,0.848613384
3172,high,0.979737544
3173,high,0.806123017
3174,high,0.876728426
3175,high,0.785149097
3176,high,0.883548843
3177,high,0.851417633
3178,high,0.858116932
3179,high,0.890922822
3180,high,0.772862629
3181,high,0.894448849
3182,high,0.71413765
3183,high,0.701922216
3184,high,0.986982553
3185,high,0.924434885
3186,high,0.988627313
3187,high,0.849554218
3188,high,0.977141234
3189,high,0.895940137
3190,high,0.927077127
3191,high,0.71821967
3192,high,0.752456189
3193,high,0.831795735
3194,high,0.753244416
3195,high,0.84405714
3196,high,0.862901367
3197,high,0.968204887
3198,high,0.807046894
3199,high,0.906358917
3200,high,0.966348939
3201,high,0.887535212
3202,high,0.837113032
3203,high,0.834128029
3204,high,0.913878387
3205,high,0.707539904
3206,high,0.796968248
3207,high,0.744052666
3208,high,0.912962915
3209,high,0.794029163
3210,high,0.737139367
3211,high,0.958864429
3212,high,0.78542907
3213,high,0.87882187
3214,high,0.756741249
3215,high,0.893017588
3216,high,0.853581221
3217,high,0.872582827
3218,high,0.784753959
3219,high,0.977161102
3220,high,0.928547177
3221,high,0.835605805
3222,high,0.761017719
3223,high,0.77180741
3224,high,0.951402697
3225,high,0.973836842
3226,high,0.883196447
3227,high,0.958854416
3228,high,0.850078658
3229,high,0.747378487
3230,high,0.777862772
3231,high,0.951880453
3232,high,0.778583833
3233,high,0.838048384
3234,high,0.779945905
3235,high,0.788370531
3236,high,0.773017351
3237,high,0.85620296
3238,high,0.891782228
3239,high,0.776483689
3240,high,0.929252902
3241,high,0.768761815
3242,high,0.800072187
3243,high,0.77600401
3244,high,0.913764533
3245,high,0.786022807
3246,high,0.99891921
3247,high,0.955088427
3248,high,0.975521024
3249,high,0.723529214
3250,high,0.969495685
3251,high,0.838293163
3252,high,0.839409562
3253,high,0.940563097
3254,high,0.742936902
3255,high,0.930672157
3256,high,0.915562997
3257,high,0.715541443
3258,high,0.8821611
3259,high,0.733475461
3260,high,0.896213763
3261,high,0.916907648
3262,high,0.741500957
3263,high,0.883712612
3265,high,0.741841555
3267,high,0.819328387
3269,high,0.736792196
3270,high,0.790349177
3271,high,0.834396411
3272,high,0.867050255
3273,high,0.820876992
3274,high,0.804909211
3275,high,0.92845814
3279,high,0.830352399
3280,high,0.75911893
3281,high,0.795974374
3284,high,0.919172677
3285,high,0.958451439
3286,high,0.70238611
3289,high,0.740453257
3290,high,0.775678058
3291,high,0.944765216
3292,high,0.77123959
3293,high,0.85470437
3294,high,0.840519399
3295,high,0.789945833
3296,high,0.853091525
3298,high,0.824566729
3303,high,0.812348443
3304,high,0.879428502
3305,high,0.795393929
3308,high,0.932065495
3309,high,0.780186956
3310,high,0.907098195
3316,high,0.921215793
3317,high,0.836187176
3319,high,0.895805382
3320,high,0.805494785
3321,high,0.874905983
3322,high,0.747131345
3323,high,0.839933012
3324,high,0.72186713
3325,high,0.920568808
3326,high,0.833093391
3327,high,0.821527373
3328,high,0.82958278
3329,high,0.898077417
3330,high,0.846351192
3331,high,0.720151371
3332,high,0.999026543
3333,high,0.968256644
3334,high,0.756810654
3335,high,0.975669499
3336,high,0.925913134
3337,high,0.917018895
3338,high,0.859641371
3339,high,0.950814977
3340,high,0.882041796
3341,high,0.887657538
3342,high,0.765818417
3343,high,0.737286172
3344,high,0.942453014
3345,high,0.832101231
3346,high,0.938961635
3347,high,0.794896087
3348,high,0.996019308
3349,high,0.98052043
3350,high,0.989106233
3351,high,0.833700627
3352,high,0.874197213
3353,high,0.982929628
3354,high,0.772089564
3355,high,0.791412061
3356,high,0.776452394
3357,high,0.837885644
3358,high,0.718571397
3359,high,0.749449975
3360,high,0.737626029
3361,high,0.80026487
3362,high,0.887866947
3363,high,0.819777229
3364,high,0.787954202
3365,high,0.980494949
3366,high,0.940991586
3367,high,0.745470428
3368,high,0.740413196
3369,high,0.727734435
3370,high,0.924719367
3371,high,0.887651394
3372,high,0.984560234
3373,high,0.977283229
3374,high,0.926914047
3375,high,0.811926336
3376,high,0.949037392
3377,high,0.715591459
3378,high,0.799083057
3379,high,0.807922078
3380,high,0.960468415
3381,high,0.985186996
3382,high,0.743274867
3383,high,0.719983511
3384,high,0.729940874
3385,high,0.810971299
3386,high,0.752398958
3387,high,0.830660845
3388,high,0.805068629
3389,high,0.910111834
3390,high,0.778948055
3391,high,0.902447567
3392,high,0.777473106
3393,high,0.805205171
3394,high,0.953739597
3395,high,0.867222926
3396,high,0.933232965
3397,high,0.908206174
3398,high,0.720626957
3399,high,0.701907528
3400,high,0.925381686
3401,high,0.749164418
3402,high,0.997570466
3403,high,0.923487899
3404,high,0.984583134
3405,high,0.884262111
3406,high,0.971871436
3407,high,0.900196963
3408,high,0.895209929
3409,high,0.877983794
3410,high,0.79534317
3411,high,0.875796461
3412,high,0.995496377
3413,high,0.857587959
3414,high,0.858828948
3415,high,0.791996799
3416,high,0.73774781
3417,high,0.900656522
3418,high,0.922218239
3419,high,0.771868254
3420,high,0.876618593
3421,high,0.91903795
3422,high,0.834049911
3423,high,0.900904418
3424,high,0.945127642
3425,high,0.706150984
3426,high,0.734034981
3427,high,0.833522823
3428,high,0.856655827
3429,high,0.708136185
3430,high,0.869484918
3431,high,0.861090566
3432,high,0.938224004
3433,high,0.783038448
3434,high,0.936944006
3435,high,0.75780019
3436,high,0.783625894
3437,high,0.983865604
3438,high,0.945424424
3439,high,0.852794244
3440,high,0.898348278
3441,high,0.808027608
3442,high,0.959387167
3443,high,0.725889803
3444,high,0.772552397
3445,high,0.738142717
3446,high,0.890919474
3447,high,0.724013541
3448,high,0.72645667
3449,high,0.856379538
3450,high,0.759192326
3451,high,0.862761168
3452,high,0.758564088
3453,high,0.777283951
3454,high,0.813732912
3455,high,0.989542124
3456,high,0.830969959
3457,high,0.876780337
3458,high,0.919358468
3459,high,0.704659764
3460,high,0.919463243
3461,high,0.96165068
3462,high,0.995803036
3463,high,0.721077295
3464,high,0.85459012
3465,high,0.845353009
3466,high,0.721851237
3467,high,0.821789855
3468,high,0.888222881
3469,high,0.960323844
3470,high,0.795874276
3471,high,0.913190306
3472,high,0.986427452
3473,high,0.713736882
3474,high,0.726891455
3475,high,0.858453191
3476,high,0.992763781
3477,high,0.900879577
3478,high,0.951819668
3479,high,0.860907218
3480,high,0.954182368
3481,high,0.732416118
3482,high,0.987221295
3483,high,0.907217296
3484,high,0.936264281
3485,high,0.927739891
3486,high,0.96096602
3487,high,0.875861976
3488,high,0.915265091
3489,high,0.901007537
3490,high,0.751824467
3491,high,0.721687416
3492,high,0.836206732
3493,high,0.881653594
3494,high,0.929598142
3495,high,0.953028192
3496,high,0.792366014
3497,high,0.893038541
3498,high,0.892701609
3499,high,0.754815201
3500,high,0.967157494
3501,high,0.937903716
3502,high,0.777702919
3503,high,0.77530027
3504,high,0.93571133
3505,high,0.971378422
3506,high,0.851605863
3507,high,0.960849392
3508,high,0.705073565
3509,high,0.873585548
3510,high,0.793133181
3511,high,0.955001428
3512,high,0.708842511
3513,high,0.760606203
3514,high,0.719413844
3515,high,0.753589178
3516,high,0.973273646
3517,high,0.804766178
3518,high,0.756192357
3519,high,0.701624136
3520,high,0.730346182
3521,high,0.940526161
3522,high,0.851947049
3523,high,0.894179403
3524,high,0.744792233
3525,high,0.722033621
3526,high,0.836302059
3527,high,0.961468612
3528,high,0.907571093
3529,high,0.899538218
3530,high,0.906487812
3531,high,0.831790505
3532,high,0.844744476
3533,high,0.708312412
3534,high,0.830112437
3535,high,0.849679769
3536,high,0.770159696
3537,high,0.835281824
3538,high,0.799644207
3539,high,0.737088804
3540,high,0.926234123
3541,high,0.855870774
3542,high,0.910702881
3543,high,0.880590463
3544,high,0.743563781
3545,high,0.716027238
3546,high,0.80162382
3547,high,0.822765875
3548,high,0.936319654
3549,high,0.778780496
3550,high,0.97735013
3551,high,0.99111929
3552,high,0.721423213
3553,high,0.956140422
3554,high,0.843829469
3555,high,0.724936648
3556,high,0.765321365
3557,high,0.921390379
3558,high,0.996829302
3559,high,0.939601743
3560,high,0.886241853
3561,high,0.89987373
3562,high,0.706671176
3563,high,0.818596669
3564,high,0.882292056
3565,high,0.942221691
3566,high,0.849054773
3567,high,0.757813636
3568,high,0.736791912
3569,high,0.963607849
3570,high,0.76810978
3571,high,0.747330028
3572,high,0.729782374
3573,high,0.906907716
3574,high,0.820026105
3575,high,0.97222557
3576,high,0.743704538
3577,high,0.926441872
3578,high,0.704359144
3579,high,0.919906219
3580,high,0.983327045
3581,high,0.75376302
3582,high,0.885268692
3583,high,0.739344751
3584,high,0.756354815
3585,high,0.915654774
3586,high,0.83384327
3587,high,0.970125344
3588,high,0.816244619
3589,high,0.877403597
3590,high,0.876256964
3591,high,0.744001114
3592,high,0.820278866
3593,high,0.904364724
3594,high,0.886057374
3595,high,0.952165034
3596,high,0.76227802
3597,high,0.901763956
3598,high,0.946399032
3599,high,0.913401017
3600,high,0.933785098
3601,high,0.806467805
3602,high,0.705149293
3603,high,0.751831601
3604,high,0.719208519
3605,high,0.8173008
3606,high,0.717242658
3607,high,0.955970536
3608,high,0.928683123
3609,high,0.830121673
3610,high,0.78959801
3611,high,0.850192612
3612,high,0.848065625
3613,high,0.980590394
3614,high,0.830891957
3615,high,0.883657136
3616,high,0.841617507
3617,high,0.99800014
3618,high,0.725021511
3619,high,0.881814441
3620,high,0.76525641
3621,high,0.905293862
3622,high,0.899485502
3623,high,0.877353673
3624,high,0.849810748
3625,high,0.708168717
3626,high,0.814290828
3627,high,0.978429693
3628,high,0.741004767
3629,high,0.761822855
3630,high,0.907709461
3631,high,0.941000534
3632,high,0.975682509
3633,high,0.976644236
3634,high,0.763711834
3635,high,0.985860346
3636,high,0.780378967
3637,high,0.911541439
3638,high,0.943849975
3639,high,0.817623262
3640,high,0.807665882
3641,high,0.727421672
3642,high,0.737690306
3643,high,0.890669399
3644,high,0.812412985
3645,high,0.727804321
3646,high,0.975046787
3647,high,0.862684327
3648,high,0.78341001
3649,high,0.838479352
3650,high,0.829993961
3651,high,0.82293078
3652,high,0.87522607
3653,high,0.858899296
3654,high,0.994305352
3655,high,0.889238349
3656,high,0.742601866
3657,high,0.935104366
3658,high,0.811396366
3659,high,0.980483041
3660,high,0.856638929
3661,high,0.961717868
3662,high,0.984533955
3663,high,0.838033764
3664,high,0.749635396
3665,high,0.921982412
3666,high,0.778052816
3667,high,0.879419409
3668,high,0.719571177
3669,high,0.932446649
3670,high,0.822832511
3671,high,0.870624781
3672,high,0.969008788
3673,high,0.845522611
3674,high,0.749638269
3675,high,0.767094279
3676,high,0.966779805
3677,high,0.743724381
3678,high,0.964202646
3679,high,0.881502585
3680,high,0.928388074
3681,high,0.783663047
3682,high,0.841179412
3683,high,0.831154196
3684,high,0.913205507
3685,high,0.725857158
3686,high,0.897655992
3687,high,0.95106344
3688,high,0.808785235
3689,high,0.81155739
3690,high,0.756936092
3691,high,0.833327931
3692,high,0.808505186
3693,high,0.807086684
3694,high,0.844034595
3695,high,0.980223287
3696,high,0.81218565
3697,high,0.855416945
3698,high,0.785833927
3699,high,0.860181965
3700,high,0.883495623
3701,high,0.733527375
3702,high,0.965376512
3703,high,0.934351811
3704,high,0.841101775
3705,high,0.823512227
3706,high,0.788549848
3707,high,0.76007255
3708,high,0.856155572
3709,high,0.755475852
3710,high,0.916100525
3711,high,0.871876297
3712,high,0.713906059
3713,high,0.760854537
3714,high,0.960730059
3715,high,0.756645243
3716,high,0.726179014
3717,high,0.904466728
3718,high,0.714719817
3719,high,0.795780788
3720,high,0.983652176
3721,high,0.855733003
3722,high,0.873222731
3723,high,0.964769426
3724,high,0.958993025
3725,high,0.84407969
3726,high,0.792704527
3727,high,0.725054558
3728,high,0.763981039
3729,high,0.906232408
3730,high,0.806262446
3731,high,0.923560135
3732,high,0.870680651
3733,high,0.961031204
3734,high,0.743541289
3735,high,0.862876978
3736,high,0.890309123
3737,high,0.86934953
3738,high,0.916039676
3739,high,0.946636965
3740,high,0.959801506
3741,high,0.908787914
3742,high,0.934892566
3743,high,0.761544105
3744,high,0.828575861
3745,high,0.94937326
3746,high,0.93946873
3747,high,0.71405378
3748,high,0.782665372
3749,high,0.861867534
3750,high,0.856300439
3751,high,0.798305466
3752,high,0.795740155
3753,high,0.752275169
3754,high,0.982647734
3755,high,0.747489386
3756,high,0.942184725
3757,high,0.951520425
3758,high,0.827080126
3759,high,0.80754117
3760,high,0.977309382
3761,high,0.840391714
3762,high,0.797883924
3763,high,0.725230783
3764,high,0.876118314
3765,high,0.735964064
3766,high,0.821224667
3767,high,0.988962886
3768,high,0.946164664
3769,high,0.746138531
3770,high,0.76594396
3771,high,0.852567588
3772,high,0.884742684
3773,high,0.915045381
3774,high,0.968610013
3775,high,0.948628386
3776,high,0.702116556
3777,high,0.940043099
3778,high,0.767992462
3779,high,0.745446051
3780,high,0.808679205
3781,high,0.787255164
3782,high,0.828857854
3783,high,0.908993738
3784,high,0.933970785
3785,high,0.889299384
3786,high,0.887331492
3787,high,0.765622547
3788,high,0.936253035
3789,high,0.900420151
3790,high,0.971385242
3791,high,0.891848077
3792,high,0.933082122
3793,high,0.997775647
3794,high,0.863725009
3795,high,0.747783293
3796,high,0.759826068
3797,high,0.94113926
3798,high,0.94946207
3799,high,0.939735941
3800,high,0.70242608
3801,high,0.914023588
3802,high,0.877371399
3803,high,0.824831066
3804,high,0.701183487
3805,high,0.998027401
3806,high,0.807948488
3807,high,0.926558902
3808,high,0.742114893
3809,high,0.804083849
3810,high,0.788904885
3811,high,0.932877514
3812,high,0.984626835
3813,high,0.946684022
3814,high,0.800386495
3815,high,0.817956244
3816,high,0.83468934
3817,high,0.717296135
3818,high,0.794534637
3819,high,0.760918158
3820,high,0.99869357
3821,high,0.885916694
3822,high,0.877162301
3823,high,0.927234471
3824,high,0.825470343
3825,high,0.93464919
3827,high,0.745298512
3830,high,0.747299954
3836,high,0.712405294
3837,high,0.980903487
3839,high,0.993765042
3840,high,0.888039077
3841,high,0.852181428
3843,high,0.781818418
3847,high,0.78167824
3849,high,0.839896967
3851,high,0.902545057
3856,high,0.702526652
3858,high,0.838813148
3859,high,0.92285701
3860,high,0.907237582
3861,high,0.915370706
3865,high,0.980926259
3870,high,0.774940759
3871,high,0.798133405
3872,high,0.812701363
3873,high,0.987185562
3874,high,0.891287786
3875,high,0.828830419
3876,high,0.956542234
3877,high,0.934550873
3878,high,0.859907363
3879,high,0.770303141
3880,high,0.722134843
3881,high,0.882467784
3882,high,0.907161539
3883,high,0.820867414
3884,high,0.779288829
3885,high,0.92785377
3886,high,0.937378446
3887,high,0.71080744
3888,high,0.750280624
3889,high,0.817742942
3890,high,0.745502147
3891,high,0.739531739
3892,high,0.741864671
3893,high,0.949427259
3894,high,0.869264365
3895,high,0.840151883
3896,high,0.895838693
3897,high,0.746911215
3898,high,0.987831768
3899,high,0.751034789
3900,high,0.78691388
3901,high,0.97333597
3902,high,0.988381724
3903,high,0.878361895
3904,high,0.874080321
3905,high,0.941889188
3906,high,0.922775196
3907,high,0.935605117
3908,high,0.890910151
3909,high,0.712690846
3910,high,0.869057162
3911,high,0.732166483
3912,high,0.726208432
3913,high,0.785361692
3914,high,0.800309821
3915,high,0.71294937
3916,high,0.736240048
3917,high,0.916391103
3918,high,0.851678865
3919,high,0.994150325
3920,high,0.956827859
3921,high,0.891643309
3922,high,0.811765029
3923,high,0.959548826
3924,high,0.791056806
3925,high,0.994665812
3926,high,0.946275242
3927,high,0.921331271
3928,high,0.766295087
3929,high,0.8832196
3930,high,0.887199562
3931,high,0.976321055
3932,high,0.868122332
3933,high,0.949248421
3934,high,0.816091653
3935,high,0.886522546
3936,high,0.886923859
3937,high,0.926206726
3938,high,0.905951398
3939,high,0.965876064
3940,high,0.891325502
3941,high,0.863435909
3942,high,0.911104001
3943,high,0.717099708
3944,high,0.837242832
3945,high,0.721829561
3946,high,0.782306315
3947,high,0.897444148
3948,high,0.745249458
3949,high,0.773196249
3950,high,0.713610044
3951,high,0.979591167
3952,high,0.732303005
3953,high,0.949043848
3954,high,0.94769118
3955,high,0.800924206
3956,high,0.736690401
3957,high,0.817742968
3958,high,0.921608755
3959,high,0.955629216
3960,high,0.808362002
3961,high,0.774064878
3962,high,0.832724553
3963,high,0.832612861
3964,high,0.740202276
3965,high,0.918017973
3966,high,0.770480269
3967,high,0.78342714
3968,high,0.751146773
3969,high,0.751988603
3970,high,0.790682408
3971,high,0.881794447
3972,high,0.733709068
3973,high,0.800268521
3974,high,0.800232319
3975,high,0.706309014
3976,high,0.884791936
3977,high,0.97026704
3978,high,0.946459089
3979,high,0.78007017
3980,high,0.72049607
3981,high,0.825621115
3982,high,0.726492036
3983,high,0.988638841
3984,high,0.860967475
3985,high,0.733523311
3986,high,0.902666314
3987,high,0.808857547
3988,high,0.81442515
3989,high,0.942139006
3990,high,0.726982114
3991,high,0.770722077
3992,high,0.932516954
3993,high,0.884946724
3994,high,0.943730063
3995,high,0.718365741
3996,high,0.833148836
3997,high,0.96821505
3998,high,0.981814488
3999,high,0.842124226
4000,high,0.851146905
4001,high,0.844697055
4002,high,0.897081437
4003,high,0.700741574
4004,high,0.979570697
4005,high,0.823221645
4006,high,0.849655223
4007,high,0.907869524
4008,high,0.813388075
4009,high,0.720023579
4010,high,0.825501091
4011,high,0.822293557
4012,high,0.762558164
4013,high,0.817093457
4014,high,0.858921497
4015,high,0.966843362
4016,high,0.9095625
4017,high,0.769394851
4018,high,0.857567952
4019,high,0.864115354
4020,high,0.731543281
4021,high,0.920706829
4022,high,0.761852147
4023,high,0.903493989
4024,high,0.823258962
4025,high,0.914033116
4026,high,0.726183134
4027,high,0.951617376
4028,high,0.8471599
4029,high,0.781004306
4030,high,0.834894192
4031,high,0.722533256
4032,high,0.884708272
4033,high,0.877531244
4034,high,0.822611806
4035,high,0.990843089
4036,high,0.977278515
4037,high,0.738153369
4038,high,0.84477292
4039,high,0.978439027
4040,high,0.863232408
4041,high,0.749654912
4042,high,0.883798548
4043,high,0.755996413
4044,high,0.821051325
4045,high,0.958622678
4046,high,0.78000623
4047,high,0.831330227
4048,high,0.803894416
4049,high,0.883715047
4050,high,0.94978796
4051,high,0.873418908
4052,high,0.907967367
4053,high,0.709955361
4054,high,0.720478568
4055,high,0.930851691
4056,high,0.748121098
4057,high,0.906755086
4058,high,0.8061679
4059,high,0.985047259
4060,high,0.835031195
4061,high,0.763475752
4062,high,0.966859136
4063,high,0.713021422
4064,high,0.856859155
4065,high,0.925850698
4066,high,0.934606502
4067,high,0.820134015
4068,high,0.782136938
4069,high,0.83012705
4070,high,0.772950872
4071,high,0.762611342
4072,high,0.973203788
4073,high,0.941040725
4074,high,0.965929514
4075,high,0.844329806
4076,high,0.892852485
4077,high,0.963939694
4078,high,0.940927894
4079,high,0.790697202
4080,high,0.964333067
4081,high,0.87437271
4082,high,0.957537982
4083,high,0.859018949
4084,high,0.753331931
4085,high,0.813766528
4086,high,0.856791615
4087,high,0.925262624
4088,high,0.956549482
4089,high,0.832809136
4090,high,0.750803684
4091,high,0.841257279
4092,high,0.911044903
4093,high,0.876770957
4094,high,0.785688592
4095,high,0.942597282
4096,high,0.902351272
4097,high,0.984209924
4098,high,0.959036259
4099,high,0.733273057
4100,high,0.907842656
4101,high,0.927964813
4102,high,0.72601407
4103,high,0.945953293
4104,high,0.725911791
4105,high,0.78742643
4106,high,0.940306529
4107,high,0.927854359
4108,high,0.830144027
4109,high,0.891660318
4110,high,0.956447581
4111,high,0.791509205
4112,high,0.707743993
4113,high,0.728467346
4114,high,0.866161484
4115,high,0.846961287
4116,high,0.808693463
4117,high,0.913259368
4118,high,0.898580504
4119,high,0.701810308
4120,high,0.907966555
4121,high,0.744007924
4122,high,0.751463762
4123,high,0.876768632
4124,high,0.937949541
4125,high,0.753887253
4126,high,0.740515769
4127,high,0.920327323
4128,high,0.748230806
4129,high,0.864502192
4130,high,0.761238278
4131,high,0.890437949
4132,high,0.968638589
4133,high,0.926240236
4134,high,0.929129514
4135,high,0.956759287
4136,high,0.787426526
4137,high,0.899416387
4138,high,0.911268493
4139,high,0.812487223
4140,high,0.800080484
4141,high,0.882050788
4142,high,0.87057232
4143,high,0.952405094
4144,high,0.719061778
4145,high,0.926704969
4146,high,0.846629097
4147,high,0.879893368
4148,high,0.897483021
4149,high,0.971886555
4150,high,0.816752804
4151,high,0.840849539
4152,high,0.926866232
4153,high,0.789037591
4154,high,0.827275449
4155,high,0.980278687
4156,high,0.840148305
4157,high,0.918449872
4158,high,0.768327388
4159,high,0.987723817
4160,high,0.797637508
4161,high,0.785769483
4162,high,0.809217363
4163,high,0.712691434
4164,high,0.913341524
4165,high,0.721156206
4166,high,0.794544079
4167,high,0.797775726
4168,high,0.893169776
4169,high,0.964201455
4170,high,0.709047945
4171,high,0.827714558
4172,high,0.807154138
4173,high,0.787081411
4174,high,0.859076625
4175,high,0.84694532
4176,high,0.906470955
4177,high,0.992533823
4178,high,0.789723287
4179,high,0.81084823
4180,high,0.983410793
4181,high,0.839169294
4182,high,0.745685876
4183,high,0.737667561
4184,high,0.877944444
4185,high,0.805115271
4186,high,0.906221958
4187,high,0.927518786
4188,high,0.9564546
4189,high,0.775067117
4190,high,0.740653036
4191,high,0.772685877
4192,high,0.834260394
4193,high,0.857028081
4194,high,0.737848292
4195,high,0.915328085
4196,high,0.950012191
4197,high,0.930565519
4198,high,0.922005272
4199,high,0.880147587
4200,high,0.838866893
4201,high,0.700302965
4202,high,0.842837193
4203,high,0.878692024
4204,high,0.865785859
4205,high,0.744306539
4206,high,0.70242194
4207,high,0.872185744
4208,high,0.733006626
4209,high,0.899051034
4210,high,0.791014474
4211,high,0.990668753
4212,high,0.955553327
4213,high,0.796212285
4214,high,0.731452487
4215,high,0.970711533
4216,high,0.89177006
4217,high,0.767989123
4218,high,0.947015585
4219,high,0.788428692
4220,high,0.839182491
4221,high,0.985641211
4222,high,0.728402402
4223,high,0.913651976
4224,high,0.830780386
4225,high,0.845855677
4226,high,0.95977323
4227,high,0.844939622
4228,high,0.807278815
4229,high,0.702919154
4230,high,0.800724665
4231,high,0.982035629
4232,high,0.779978842
4233,high,0.826961829
4234,high,0.717297898
4235,high,0.746719705
4236,high,0.92690765
4237,high,0.724936082
4238,high,0.850778941
4239,high,0.703073595
4240,high,0.884896929
4241,high,0.700852564
4242,high,0.8601773
4243,high,0.862219055
4244,high,0.821437793
4245,high,0.722957896
4246,high,0.787640796
4247,high,0.990384012
4248,high,0.831642335
4249,high,0.719779008
4250,high,0.943711124
4251,high,0.85493506
4252,high,0.728289363
4253,high,0.730253732
4254,high,0.9869548
4255,high,0.769049398
4256,high,0.898531735
4257,high,0.902765565
4258,high,0.983431002
4259,high,0.896191366
4260,high,0.954405197
4261,high,0.940430581
4262,high,0.870968345
4263,high,0.894350374
4264,high,0.992634464
4265,high,0.920907459
4266,high,0.856414724
4267,high,0.731757556
4268,high,0.897517055
4269,high,0.703223846
4270,high,0.869695936
4271,high,0.802857635
4272,high,0.891541333
4273,high,0.843512686
4274,high,0.850857313
4275,high,0.866458866
4276,high,0.849129206
4277,high,0.981310151
4278,high,0.913718835
4279,high,0.779531845
4280,high,0.81774873
4281,high,0.773734173
4282,high,0.766436849
4283,high,0.751518477
4284,high,0.712385844
4285,high,0.845555572
4286,high,0.760498836
4287,high,0.977503175
4288,high,0.710224825
4289,high,0.9426954
4290,high,0.774248986
4291,high,0.799515643
4292,high,0.892815063
4293,high,0.916837587
4294,high,0.972864426
4295,high,0.992330109
4296,high,0.910045302
4297,high,0.73187332
4298,high,0.840580299
4299,high,0.984351445
4300,high,0.73833674
4301,high,0.999562797
4302,high,0.771198332
4303,high,0.81630282
4304,high,0.818639557
4305,high,0.72838079
4306,high,0.774405395
4307,high,0.726640575
4308,high,0.810813221
4309,high,0.719464018
4310,high,0.993069826
4311,high,0.791182428
4312,high,0.828924894
4313,high,0.950658108
4314,high,0.738769952
4315,high,0.745134083
4316,high,0.815833673
4317,high,0.909584537
4318,high,0.984888341
4319,high,0.834062272
4320,high,0.81598073
4321,high,0.853083997
4322,high,0.984038543
4323,high,0.726335477
4324,high,0.745360776
4325,high,0.936425793
4326,high,0.946996829
4327,high,0.807320504
4328,high,0.840366041
4329,high,0.757934286
4330,high,0.727418159
4331,high,0.798468235
4332,high,0.83987498
4333,high,0.929848206
4334,high,0.756276118
4335,high,0.866280886
4336,high,0.711831608
4337,high,0.875784585
4338,high,0.750838166
4339,high,0.94941074
4340,high,0.912841315
4341,high,0.86205767
4342,high,0.734305377
4343,high,0.794996874
4344,high,0.777768256
4345,high,0.811276793
4346,high,0.802586888
4347,high,0.880478274
4348,high,0.923652934
4349,high,0.770508452
4350,high,0.73480722
4351,high,0.823764749
4352,high,0.88907828
4353,high,0.926911591
4354,high,0.827997185
4355,high,0.801771747
4356,high,0.870949291
4357,high,0.808874623
4358,high,0.872978383
4359,high,0.73970407
4360,high,0.919368453
4361,high,0.741940163
4362,high,0.949650257
4363,high,0.884403495
4364,high,0.884729821
4365,high,0.725914084
4366,high,0.927150749
4367,high,0.903617901
4368,high,0.976439711
4369,high,0.950196858
4370,high,0.820642776
4371,high,0.848430378
4372,high,0.839630573
4373,high,0.756940454
4374,high,0.893923393
4375,high,0.938239638
4376,high,0.999399376
4377,high,0.885724801
4378,high,0.765577025
4379,high,0.792306606
4380,high,0.909551194
4381,high,0.938901048
4382,high,0.894446201
4383,high,0.786216759
4384,high,0.720236218
4385,high,0.824415046
4386,high,0.712642328
4387,high,0.990329042
